Time,Label
1358763381432,standing
1358763382432,standing
1358763383432,standing
1358763384432,standing
1358763385432,standing
1358763386432,standing
1358763387432,standing
1358763388432,standing
1358763389432,standing
1358763390432,standing
1358763391432,standing
1358763392432,standing
1358763393432,standing
1358763394432,standing
1358763395432,standing
1358763396432,standing
1358763397432,standing
1358763398432,standing
1358763399432,standing
1358763400432,standing
1358763401432,standing
1358763402432,standing
1358763403432,standing
1358763404432,standing
1358763405432,standing
1358763406432,standing
1358763407432,standing
1358763408432,standing
1358763409432,standing
1358763410432,standing
1358763411432,standing
1358763412432,standing
1358763413432,standing
1358763414432,standing
1358763415432,standing
1358763416432,standing
1358763417432,standing
1358763418432,standing
1358763419432,standing
1358763420432,standing
1358763421432,standing
1358763422432,standing
1358763423432,standing
1358763424432,standing
1358763425432,standing
1358763426432,standing
1358763427432,standing
1358763428432,standing
1358763429432,standing
1358763430432,standing
1358763431432,standing
1358763432432,standing
1358763433432,standing
1358763434432,standing
1358763435432,standing
1358763436432,standing
1358763437432,standing
1358763438432,standing
1358763439432,standing
1358763440432,standing
1358763441432,standing
1358763442432,standing
1358763443432,standing
1358763444432,standing
1358763445432,standing
1358763446432,standing
1358763447432,standing
1358763448432,standing
1358763449432,standing
1358763450432,standing
1358763451432,standing
1358763452432,standing
1358763453432,standing
1358763454432,standing
1358763455432,standing
1358763456432,standing
1358763457432,standing
1358763458432,standing
1358763459432,standing
1358763460432,standing
1358763461432,standing
1358763462432,standing
1358763463432,standing
1358763464432,standing
1358763465432,standing
1358763466432,standing
1358763467432,standing
1358763468432,standing
1358763469432,standing
1358763470432,standing
1358763471432,standing
1358763472432,standing
1358763473432,standing
1358763474432,standing
1358763475432,standing
1358763476432,standing
1358763477432,standing
1358763478432,standing
1358763479432,standing
1358763480432,standing
1358763481432,standing
1358763482432,standing
1358763483432,standing
1358763484432,standing
1358763485432,standing
1358763486432,standing
1358763487432,standing
1358763488432,standing
1358763489432,standing
1358763490432,standing
1358763491432,standing
1358763492432,standing
1358763493432,standing
1358763494432,standing
1358763495432,standing
1358763496432,standing
1358763497432,standing
1358763498432,standing
1358763499432,standing
1358763500432,standing
1358763501432,standing
1358763502432,standing
1358763503432,standing
1358763504432,standing
1358763505432,standing
1358763506432,standing
1358763507432,standing
1358763508432,standing
1358763509432,standing
1358763510432,standing
1358763511432,standing
1358763512432,standing
1358763513432,standing
1358763514432,standing
1358763515432,standing
1358763516432,standing
1358763517432,standing
1358763518432,standing
1358763519432,standing
1358763520432,standing
1358763521432,standing
1358763522432,standing
1358763523432,standing
1358763524432,standing
1358763525432,standing
1358763526432,standing
1358763527432,standing
1358763528432,standing
1358763529432,standing
1358763530432,standing
1358763531432,standing
1358763532432,standing
1358763533432,standing
1358763534432,standing
1358763535432,standing
1358763536432,standing
1358763537432,standing
1358763538432,standing
1358763539432,standing
1358763540432,standing
1358763541432,standing
1358763542432,standing
1358763543432,standing
1358763544432,standing
1358763545432,standing
1358763546432,standing
1358763547432,standing
1358763548432,standing
1358763549432,standing
1358763550432,standing
1358763551432,standing
1358763552432,standing
1358763553432,standing
1358763554432,standing
1358763555432,standing
1358763556432,standing
1358763557432,standing
1358763558432,standing
1358763559432,standing
1358763560432,standing
1358763561432,standing
1358763562432,standing
1358763563432,standing
1358763564432,standing
1358763565432,standing
1358763566432,standing
1358763567432,standing
1358763568432,standing
1358763569432,standing
1358763570432,standing
1358763571432,standing
1358763572432,standing
1358763573432,standing
1358763574432,standing
1358763575432,standing
1358763576432,standing
1358763577432,standing
1358763578432,standing
1358763579432,standing
1358763580432,standing
1358763581432,standing
1358763582432,standing
1358763583432,standing
1358763584432,standing
1358763585432,standing
1358763586432,standing
1358763587432,standing
1358763588432,standing
1358763589432,standing
1358763590432,standing
1358763591432,standing
1358763592432,standing
1358763593432,standing
1358763594432,standing
1358763595432,standing
1358763596432,standing
1358763597432,standing
1358763598432,standing
1358763599432,standing
1358763660432,standing
1358763661432,standing
1358763662432,standing
1358763663432,standing
1358763664432,standing
1358763665432,standing
1358763666432,standing
1358763667432,standing
1358763668432,standing
1358763669432,standing
1358763670432,standing
1358763671432,standing
1358763672432,standing
1358763673432,standing
1358763674432,standing
1358763675432,standing
1358763676432,standing
1358763677432,standing
1358763678432,standing
1358763679432,standing
1358763680432,standing
1358763681432,standing
1358763682432,standing
1358763683432,standing
1358763684432,standing
1358763685432,standing
1358763686432,standing
1358763687432,standing
1358763688432,standing
1358763689432,standing
1358763690432,standing
1358763691432,standing
1358763692432,standing
1358763693432,standing
1358763694432,standing
1358763695432,standing
1358763696432,standing
1358763697432,standing
1358763698432,standing
1358763699432,standing
1358763700432,standing
1358763701432,standing
1358763702432,standing
1358763703432,standing
1358763704432,standing
1358763705432,standing
1358763706432,standing
1358763707432,standing
1358763708432,standing
1358763709432,standing
1358763710432,standing
1358763711432,standing
1358763712432,standing
1358763713432,standing
1358763714432,standing
1358763715432,standing
1358763716432,standing
1358763717432,standing
1358763718432,standing
1358763719432,standing
1358763720432,standing
1358763721432,standing
1358763722432,standing
1358763723432,standing
1358763724432,standing
1358763725432,standing
1358763726432,standing
1358763727432,standing
1358763728432,standing
1358763729432,standing
1358763730432,standing
1358763731432,standing
1358763732432,standing
1358763733432,standing
1358763734432,standing
1358763735432,standing
1358763736432,standing
1358763737432,standing
1358763738432,standing
1358763739432,standing
1358763740432,standing
1358763741432,standing
1358763742432,standing
1358763743432,standing
1358763744432,standing
1358763745432,standing
1358763746432,standing
1358763747432,standing
1358763748432,standing
1358763749432,standing
1358763750432,standing
1358763751432,standing
1358763752432,standing
1358763753432,standing
1358763754432,standing
1358763755432,standing
1358763756432,standing
1358763757432,standing
1358763758432,standing
1358763759432,standing
1358763760432,standing
1358763761432,standing
1358763762432,standing
1358763763432,standing
1358763764432,standing
1358763765432,standing
1358763766432,standing
1358763767432,standing
1358763768432,standing
1358763769432,standing
1358763770432,standing
1358763771432,standing
1358763772432,standing
1358763773432,standing
1358763774432,standing
1358763775432,standing
1358763776432,standing
1358763777432,standing
1358763778432,standing
1358763779432,standing
1358763780432,standing
1358763781432,standing
1358763782432,standing
1358763783432,standing
1358763784432,standing
1358763785432,standing
1358763786432,standing
1358763787432,standing
1358763788432,standing
1358763789432,standing
1358763790432,standing
1358763791432,standing
1358763792432,standing
1358763793432,standing
1358763794432,standing
1358763795432,standing
1358763796432,standing
1358763797432,standing
1358763798432,standing
1358763799432,standing
1358763800432,standing
1358763801432,standing
1358763802432,standing
1358763803432,standing
1358763804432,standing
1358763805432,standing
1358763806432,standing
1358763807432,standing
1358763808432,standing
1358763809432,standing
1358763810432,standing
1358763811432,standing
1358763812432,standing
1358763813432,standing
1358763814432,standing
1358763815432,standing
1358763816432,standing
1358763817432,standing
1358763818432,standing
1358763819432,standing
1358763820432,standing
1358763821432,standing
1358763822432,standing
1358763823432,standing
1358763824432,standing
1358763825432,standing
1358763826432,standing
1358763827432,standing
1358763828432,standing
1358763829432,standing
1358763830432,standing
1358763831432,standing
1358763832432,standing
1358763833432,standing
1358763834432,standing
1358763835432,standing
1358763836432,standing
1358763837432,standing
1358763838432,standing
1358763839432,standing
1358763900432,standing
1358763901432,standing
1358763902432,standing
1358763903432,standing
1358763904432,standing
1358763905432,standing
1358763906432,standing
1358763907432,standing
1358763908432,standing
1358763909432,standing
1358763910432,standing
1358763911432,standing
1358763912432,standing
1358763913432,standing
1358763914432,standing
1358763915432,standing
1358763916432,standing
1358763917432,standing
1358763918432,standing
1358763919432,standing
1358763920432,standing
1358763921432,standing
1358763922432,standing
1358763923432,standing
1358763924432,standing
1358763925432,standing
1358763926432,standing
1358763927432,standing
1358763928432,standing
1358763929432,standing
1358763930432,standing
1358763931432,standing
1358763932432,standing
1358763933432,standing
1358763934432,standing
1358763935432,standing
1358763936432,standing
1358763937432,standing
1358763938432,standing
1358763939432,standing
1358763940432,standing
1358763941432,standing
1358763942432,standing
1358763943432,standing
1358763944432,standing
1358763945432,standing
1358763946432,standing
1358763947432,standing
1358763948432,standing
1358763949432,standing
1358763950432,standing
1358763951432,standing
1358763952432,standing
1358763953432,standing
1358763954432,standing
1358763955432,standing
1358763956432,standing
1358763957432,standing
1358763958432,standing
1358763959432,standing
1358763960432,standing
1358763961432,standing
1358763962432,standing
1358763963432,standing
1358763964432,standing
1358763965432,standing
1358763966432,standing
1358763967432,standing
1358763968432,standing
1358763969432,standing
1358763970432,standing
1358763971432,standing
1358763972432,standing
1358763973432,standing
1358763974432,standing
1358763975432,standing
1358763976432,standing
1358763977432,standing
1358763978432,standing
1358763979432,standing
1358763980432,standing
1358763981432,standing
1358763982432,standing
1358763983432,standing
1358763984432,standing
1358763985432,standing
1358763986432,standing
1358763987432,standing
1358763988432,standing
1358763989432,standing
1358763990432,standing
1358763991432,standing
1358763992432,standing
1358763993432,standing
1358763994432,standing
1358763995432,standing
1358763996432,standing
1358763997432,standing
1358763998432,standing
1358763999432,standing
1358764000432,standing
1358764001432,standing
1358764002432,standing
1358764003432,standing
1358764004432,standing
1358764005432,standing
1358764006432,standing
1358764007432,standing
1358764008432,standing
1358764009432,standing
1358764010432,standing
1358764011432,standing
1358764012432,standing
1358764013432,standing
1358764014432,standing
1358764015432,standing
1358764016432,standing
1358764017432,standing
1358764018432,standing
1358764019432,standing
1358764020432,standing
1358764021432,standing
1358764022432,standing
1358764023432,standing
1358764024432,standing
1358764025432,standing
1358764026432,standing
1358764027432,standing
1358764028432,standing
1358764029432,standing
1358764030432,standing
1358764031432,standing
1358764032432,standing
1358764033432,standing
1358764034432,standing
1358764035432,standing
1358764036432,standing
1358764037432,standing
1358764038432,standing
1358764039432,standing
1358764040432,standing
1358764041432,standing
1358764042432,standing
1358764043432,standing
1358764044432,standing
1358764045432,standing
1358764046432,standing
1358764047432,standing
1358764048432,standing
1358764049432,standing
1358764050432,standing
1358764051432,standing
1358764052432,standing
1358764053432,standing
1358764054432,standing
1358764055432,standing
1358764056432,standing
1358764057432,standing
1358764058432,standing
1358764059432,standing
1358764060432,standing
1358764061432,standing
1358764062432,standing
1358764063432,standing
1358764064432,standing
1358764065432,standing
1358764066432,standing
1358764067432,standing
1358764068432,standing
1358764069432,standing
1358764070432,standing
1358764071432,standing
1358764072432,standing
1358764073432,standing
1358764074432,standing
1358764075432,standing
1358764076432,standing
1358764077432,standing
1358764078432,standing
1358764079432,standing
1358764080432,standing
1358764081432,standing
1358764082432,standing
1358764083432,standing
1358764084432,standing
1358764085432,standing
1358764086432,standing
1358764087432,standing
1358764088432,standing
1358764089432,standing
1358764090432,standing
1358764091432,standing
1358764092432,standing
1358764093432,standing
1358764094432,standing
1358764095432,standing
1358764096432,standing
1358764097432,standing
1358764098432,standing
1358764099432,standing
1358764100432,standing
1358764101432,standing
1358764102432,standing
1358764103432,standing
1358764104432,standing
1358764105432,standing
1358764106432,standing
1358764107432,standing
1358764108432,standing
1358764109432,standing
1358764110432,standing
1358764111432,standing
1358764112432,standing
1358764113432,standing
1358764114432,standing
1358764115432,standing
1358764116432,standing
1358764117432,standing
1358764118432,standing
1358764119432,standing
1358764120432,standing
1358764121432,standing
1358764122432,standing
1358764123432,standing
1358764124432,standing
1358764125432,standing
1358764126432,standing
1358764127432,standing
1358764128432,standing
1358764129432,standing
1358764130432,standing
1358764131432,standing
1358764132432,standing
1358764133432,standing
1358764134432,standing
1358764135432,standing
1358764136432,standing
1358764137432,standing
1358764138432,standing
1358764139432,standing
1358764140432,standing
1358764141432,standing
1358764142432,standing
1358764143432,standing
1358764144432,standing
1358764145432,standing
1358764146432,standing
1358764147432,standing
1358764148432,standing
1358764149432,standing
1358764150432,standing
1358764151432,standing
1358764152432,standing
1358764153432,standing
1358764154432,standing
1358764155432,standing
1358764156432,standing
1358764157432,standing
1358764158432,standing
1358764159432,standing
1358764160432,standing
1358764161432,standing
1358764162432,standing
1358764163432,standing
1358764164432,standing
1358764165432,standing
1358764166432,standing
1358764167432,standing
1358764168432,standing
1358764169432,standing
1358764170432,standing
1358764171432,standing
1358764172432,standing
1358764173432,standing
1358764174432,standing
1358764175432,standing
1358764176432,standing
1358764177432,standing
1358764178432,standing
1358764179432,standing
1358764180432,standing
1358764181432,standing
1358764182432,standing
1358764183432,standing
1358764184432,standing
1358764185432,standing
1358764186432,standing
1358764187432,standing
1358764188432,standing
1358764189432,standing
1358764190432,standing
1358764191432,standing
1358764192432,standing
1358764193432,standing
1358764194432,standing
1358764195432,standing
1358764196432,standing
1358764197432,standing
1358764198432,standing
1358764199432,standing
1358764260432,standing
1358764261432,standing
1358764262432,standing
1358764263432,standing
1358764264432,standing
1358764265432,standing
1358764266432,standing
1358764267432,standing
1358764268432,standing
1358764269432,standing
1358764270432,standing
1358764271432,standing
1358764272432,standing
1358764273432,standing
1358764274432,standing
1358764275432,standing
1358764276432,standing
1358764277432,standing
1358764278432,standing
1358764279432,standing
1358764280432,standing
1358764281432,standing
1358764282432,standing
1358764283432,standing
1358764284432,standing
1358764285432,standing
1358764286432,standing
1358764287432,standing
1358764288432,standing
1358764289432,standing
1358764290432,standing
1358764291432,standing
1358764292432,standing
1358764293432,standing
1358764294432,standing
1358764295432,standing
1358764296432,standing
1358764297432,standing
1358764298432,standing
1358764299432,standing
1358764300432,standing
1358764301432,standing
1358764302432,standing
1358764303432,standing
1358764304432,standing
1358764305432,standing
1358764306432,standing
1358764307432,standing
1358764308432,standing
1358764309432,standing
1358764310432,standing
1358764311432,standing
1358764312432,standing
1358764313432,standing
1358764314432,standing
1358764315432,standing
1358764316432,standing
1358764317432,standing
1358764318432,standing
1358764319432,standing
1358764380432,standing
1358764381432,standing
1358764382432,standing
1358764383432,standing
1358764384432,standing
1358764385432,standing
1358764386432,standing
1358764387432,standing
1358764388432,standing
1358764389432,standing
1358764390432,standing
1358764391432,standing
1358764392432,standing
1358764393432,standing
1358764394432,standing
1358764395432,standing
1358764396432,standing
1358764397432,standing
1358764398432,standing
1358764399432,standing
1358764400432,standing
1358764401432,standing
1358764402432,standing
1358764403432,standing
1358764404432,standing
1358764405432,standing
1358764406432,standing
1358764407432,standing
1358764408432,standing
1358764409432,standing
1358764410432,standing
1358764411432,standing
1358764412432,standing
1358764413432,standing
1358764414432,standing
1358764415432,standing
1358764416432,standing
1358764417432,standing
1358764418432,standing
1358764419432,standing
1358764420432,standing
1358764421432,standing
1358764422432,standing
1358764423432,standing
1358764424432,standing
1358764425432,standing
1358764426432,standing
1358764427432,standing
1358764428432,standing
1358764429432,standing
1358764430432,standing
1358764431432,standing
1358764432432,standing
1358764433432,standing
1358764434432,standing
1358764435432,standing
1358764436432,standing
1358764437432,standing
1358764438432,standing
1358764439432,standing
1358764440432,standing
1358764441432,standing
1358764442432,standing
1358764443432,standing
1358764444432,standing
1358764445432,standing
1358764446432,standing
1358764447432,standing
1358764448432,standing
1358764449432,standing
1358764450432,standing
1358764451432,standing
1358764452432,standing
1358764453432,standing
1358764454432,standing
1358764455432,standing
1358764456432,standing
1358764457432,standing
1358764458432,standing
1358764459432,standing
1358764460432,standing
1358764461432,standing
1358764462432,standing
1358764463432,standing
1358764464432,standing
1358764465432,standing
1358764466432,standing
1358764467432,standing
1358764468432,standing
1358764469432,standing
1358764470432,standing
1358764471432,standing
1358764472432,standing
1358764473432,standing
1358764474432,standing
1358764475432,standing
1358764476432,standing
1358764477432,standing
1358764478432,standing
1358764479432,standing
1358764480432,standing
1358764481432,standing
1358764482432,standing
1358764483432,standing
1358764484432,standing
1358764485432,standing
1358764486432,standing
1358764487432,standing
1358764488432,standing
1358764489432,standing
1358764490432,standing
1358764491432,standing
1358764492432,standing
1358764493432,standing
1358764494432,standing
1358764495432,standing
1358764496432,standing
1358764497432,standing
1358764498432,standing
1358764499432,standing
1358764560432,standing
1358764561432,standing
1358764562432,standing
1358764563432,standing
1358764564432,standing
1358764565432,standing
1358764566432,standing
1358764567432,standing
1358764568432,standing
1358764569432,standing
1358764570432,standing
1358764571432,standing
1358764572432,standing
1358764573432,standing
1358764574432,standing
1358764575432,standing
1358764576432,standing
1358764577432,standing
1358764578432,standing
1358764579432,standing
1358764580432,standing
1358764581432,standing
1358764582432,standing
1358764583432,standing
1358764584432,standing
1358764585432,standing
1358764586432,standing
1358764587432,standing
1358764588432,standing
1358764589432,standing
1358764590432,standing
1358764591432,standing
1358764592432,standing
1358764593432,standing
1358764594432,standing
1358764595432,standing
1358764596432,standing
1358764597432,standing
1358764598432,standing
1358764599432,standing
1358764600432,standing
1358764601432,standing
1358764602432,standing
1358764603432,standing
1358764604432,standing
1358764605432,standing
1358764606432,standing
1358764607432,standing
1358764608432,standing
1358764609432,standing
1358764610432,standing
1358764611432,standing
1358764612432,standing
1358764613432,standing
1358764614432,standing
1358764615432,standing
1358764616432,standing
1358764617432,standing
1358764618432,standing
1358764619432,standing
1358764620432,standing
1358764621432,standing
1358764622432,standing
1358764623432,standing
1358764624432,standing
1358764625432,standing
1358764626432,standing
1358764627432,standing
1358764628432,standing
1358764629432,standing
1358764630432,standing
1358764631432,standing
1358764632432,standing
1358764633432,standing
1358764634432,standing
1358764635432,standing
1358764636432,standing
1358764637432,standing
1358764638432,standing
1358764639432,standing
1358764640432,standing
1358764641432,standing
1358764642432,standing
1358764643432,standing
1358764644432,standing
1358764645432,standing
1358764646432,standing
1358764647432,standing
1358764648432,standing
1358764649432,standing
1358764650432,standing
1358764651432,standing
1358764652432,standing
1358764653432,standing
1358764654432,standing
1358764655432,standing
1358764656432,standing
1358764657432,standing
1358764658432,standing
1358764659432,standing
1358764660432,standing
1358764661432,standing
1358764662432,standing
1358764663432,standing
1358764664432,standing
1358764665432,standing
1358764666432,standing
1358764667432,standing
1358764668432,standing
1358764669432,standing
1358764670432,standing
1358764671432,standing
1358764672432,standing
1358764673432,standing
1358764674432,standing
1358764675432,standing
1358764676432,standing
1358764677432,standing
1358764678432,standing
1358764679432,standing
1358764680432,standing
1358764681432,standing
1358764682432,standing
1358764683432,standing
1358764684432,standing
1358764685432,standing
1358764686432,standing
1358764687432,standing
1358764688432,standing
1358764689432,standing
1358764690432,standing
1358764691432,standing
1358764692432,standing
1358764693432,standing
1358764694432,standing
1358764695432,standing
1358764696432,standing
1358764697432,standing
1358764698432,standing
1358764699432,standing
1358764700432,standing
1358764701432,standing
1358764702432,standing
1358764703432,standing
1358764704432,standing
1358764705432,standing
1358764706432,standing
1358764707432,standing
1358764708432,standing
1358764709432,standing
1358764710432,standing
1358764711432,standing
1358764712432,standing
1358764713432,standing
1358764714432,standing
1358764715432,standing
1358764716432,standing
1358764717432,standing
1358764718432,standing
1358764719432,standing
1358764720432,standing
1358764721432,standing
1358764722432,standing
1358764723432,standing
1358764724432,standing
1358764725432,standing
1358764726432,standing
1358764727432,standing
1358764728432,standing
1358764729432,standing
1358764730432,standing
1358764731432,standing
1358764732432,standing
1358764733432,standing
1358764734432,standing
1358764735432,standing
1358764736432,standing
1358764737432,standing
1358764738432,standing
1358764739432,standing
1358764740432,standing
1358764741432,standing
1358764742432,standing
1358764743432,standing
1358764744432,standing
1358764745432,standing
1358764746432,standing
1358764747432,standing
1358764748432,standing
1358764749432,standing
1358764750432,standing
1358764751432,standing
1358764752432,standing
1358764753432,standing
1358764754432,standing
1358764755432,standing
1358764756432,standing
1358764757432,standing
1358764758432,standing
1358764759432,standing
1358764760432,standing
1358764761432,standing
1358764762432,standing
1358764763432,standing
1358764764432,standing
1358764765432,standing
1358764766432,standing
1358764767432,standing
1358764768432,standing
1358764769432,standing
1358764770432,standing
1358764771432,standing
1358764772432,standing
1358764773432,standing
1358764774432,standing
1358764775432,standing
1358764776432,standing
1358764777432,standing
1358764778432,standing
1358764779432,standing
1358764780432,standing
1358764781432,standing
1358764782432,standing
1358764783432,standing
1358764784432,standing
1358764785432,standing
1358764786432,standing
1358764787432,standing
1358764788432,standing
1358764789432,standing
1358764790432,standing
1358764791432,standing
1358764792432,standing
1358764793432,standing
1358764794432,standing
1358764795432,standing
1358764796432,standing
1358764797432,standing
1358764798432,standing
1358764799432,standing
1358764800432,standing
1358764801432,standing
1358764802432,standing
1358764803432,standing
1358764804432,standing
1358764805432,standing
1358764806432,standing
1358764807432,standing
1358764808432,standing
1358764809432,standing
1358764810432,standing
1358764811432,standing
1358764812432,standing
1358764813432,standing
1358764814432,standing
1358764815432,standing
1358764816432,standing
1358764817432,standing
1358764818432,standing
1358764819432,standing
1358764820432,standing
1358764821432,standing
1358764822432,standing
1358764823432,standing
1358764824432,standing
1358764825432,standing
1358764826432,standing
1358764827432,standing
1358764828432,standing
1358764829432,standing
1358764830432,standing
1358764831432,standing
1358764832432,standing
1358764833432,standing
1358764834432,standing
1358764835432,standing
1358764836432,standing
1358764837432,standing
1358764838432,standing
1358764839432,standing
1358764840432,standing
1358764841432,standing
1358764842432,standing
1358764843432,standing
1358764844432,standing
1358764845432,standing
1358764846432,standing
1358764847432,standing
1358764848432,standing
1358764849432,standing
1358764850432,standing
1358764851432,standing
1358764852432,standing
1358764853432,standing
1358764854432,standing
1358764855432,standing
1358764856432,standing
1358764857432,standing
1358764858432,standing
1358764859432,standing
1358764860432,standing
1358764861432,standing
1358764862432,standing
1358764863432,standing
1358764864432,standing
1358764865432,standing
1358764866432,standing
1358764867432,standing
1358764868432,standing
1358764869432,standing
1358764870432,standing
1358764871432,standing
1358764872432,standing
1358764873432,standing
1358764874432,standing
1358764875432,standing
1358764876432,standing
1358764877432,standing
1358764878432,standing
1358764879432,standing
1358764880432,standing
1358764881432,standing
1358764882432,standing
1358764883432,standing
1358764884432,standing
1358764885432,standing
1358764886432,standing
1358764887432,standing
1358764888432,standing
1358764889432,standing
1358764890432,standing
1358764891432,standing
1358764892432,standing
1358764893432,standing
1358764894432,standing
1358764895432,standing
1358764896432,standing
1358764897432,standing
1358764898432,standing
1358764899432,standing
1358764900432,standing
1358764901432,standing
1358764902432,standing
1358764903432,standing
1358764904432,standing
1358764905432,standing
1358764906432,standing
1358764907432,standing
1358764908432,standing
1358764909432,standing
1358764910432,standing
1358764911432,standing
1358764912432,standing
1358764913432,standing
1358764914432,standing
1358764915432,standing
1358764916432,standing
1358764917432,standing
1358764918432,standing
1358764919432,standing
1358764920432,standing
1358764921432,standing
1358764922432,standing
1358764923432,standing
1358764924432,standing
1358764925432,standing
1358764926432,standing
1358764927432,standing
1358764928432,standing
1358764929432,standing
1358764930432,standing
1358764931432,standing
1358764932432,standing
1358764933432,standing
1358764934432,standing
1358764935432,standing
1358764936432,standing
1358764937432,standing
1358764938432,standing
1358764939432,standing
1358764940432,standing
1358764941432,standing
1358764942432,standing
1358764943432,standing
1358764944432,standing
1358764945432,standing
1358764946432,standing
1358764947432,standing
1358764948432,standing
1358764949432,standing
1358764950432,standing
1358764951432,standing
1358764952432,standing
1358764953432,standing
1358764954432,standing
1358764955432,standing
1358764956432,standing
1358764957432,standing
1358764958432,standing
1358764959432,standing
1358764960432,standing
1358764961432,standing
1358764962432,standing
1358764963432,standing
1358764964432,standing
1358764965432,standing
1358764966432,standing
1358764967432,standing
1358764968432,standing
1358764969432,standing
1358764970432,standing
1358764971432,standing
1358764972432,standing
1358764973432,standing
1358764974432,standing
1358764975432,standing
1358764976432,standing
1358764977432,standing
1358764978432,standing
1358764979432,standing
1358764980432,standing
1358764981432,standing
1358764982432,standing
1358764983432,standing
1358764984432,standing
1358764985432,standing
1358764986432,standing
1358764987432,standing
1358764988432,standing
1358764989432,standing
1358764990432,standing
1358764991432,standing
1358764992432,standing
1358764993432,standing
1358764994432,standing
1358764995432,standing
1358764996432,standing
1358764997432,standing
1358764998432,standing
1358764999432,standing
1358765000432,standing
1358765001432,standing
1358765002432,standing
1358765003432,standing
1358765004432,standing
1358765005432,standing
1358765006432,standing
1358765007432,standing
1358765008432,standing
1358765009432,standing
1358765010432,standing
1358765011432,standing
1358765012432,standing
1358765013432,standing
1358765014432,standing
1358765015432,standing
1358765016432,standing
1358765017432,standing
1358765018432,standing
1358765019432,standing
1358765020432,standing
1358765021432,standing
1358765022432,standing
1358765023432,standing
1358765024432,standing
1358765025432,standing
1358765026432,standing
1358765027432,standing
1358765028432,standing
1358765029432,standing
1358765030432,standing
1358765031432,standing
1358765032432,standing
1358765033432,standing
1358765034432,standing
1358765035432,standing
1358765036432,standing
1358765037432,standing
1358765038432,standing
1358765039432,standing
1358765040432,standing
1358765041432,standing
1358765042432,standing
1358765043432,standing
1358765044432,standing
1358765045432,standing
1358765046432,standing
1358765047432,standing
1358765048432,standing
1358765049432,standing
1358765050432,standing
1358765051432,standing
1358765052432,standing
1358765053432,standing
1358765054432,standing
1358765055432,standing
1358765056432,standing
1358765057432,standing
1358765058432,standing
1358765059432,standing
1358765060432,standing
1358765061432,standing
1358765062432,standing
1358765063432,standing
1358765064432,standing
1358765065432,standing
1358765066432,standing
1358765067432,standing
1358765068432,standing
1358765069432,standing
1358765070432,standing
1358765071432,standing
1358765072432,standing
1358765073432,standing
1358765074432,standing
1358765075432,standing
1358765076432,standing
1358765077432,standing
1358765078432,standing
1358765079432,standing
1358765080432,standing
1358765081432,standing
1358765082432,standing
1358765083432,standing
1358765084432,standing
1358765085432,standing
1358765086432,standing
1358765087432,standing
1358765088432,standing
1358765089432,standing
1358765090432,standing
1358765091432,standing
1358765092432,standing
1358765093432,standing
1358765094432,standing
1358765095432,standing
1358765096432,standing
1358765097432,standing
1358765098432,standing
1358765099432,standing
1358765100432,standing
1358765101432,standing
1358765102432,standing
1358765103432,standing
1358765104432,standing
1358765105432,standing
1358765106432,standing
1358765107432,standing
1358765108432,standing
1358765109432,standing
1358765110432,standing
1358765111432,standing
1358765112432,standing
1358765113432,standing
1358765114432,standing
1358765115432,standing
1358765116432,standing
1358765117432,standing
1358765118432,standing
1358765119432,standing
1358765120432,standing
1358765121432,standing
1358765122432,standing
1358765123432,standing
1358765124432,standing
1358765125432,standing
1358765126432,standing
1358765127432,standing
1358765128432,standing
1358765129432,standing
1358765130432,standing
1358765131432,standing
1358765132432,standing
1358765133432,standing
1358765134432,standing
1358765135432,standing
1358765136432,standing
1358765137432,standing
1358765138432,standing
1358765139432,standing
1358765140432,standing
1358765141432,standing
1358765142432,standing
1358765143432,standing
1358765144432,standing
1358765145432,standing
1358765146432,standing
1358765147432,standing
1358765148432,standing
1358765149432,standing
1358765150432,standing
1358765151432,standing
1358765152432,standing
1358765153432,standing
1358765154432,standing
1358765155432,standing
1358765156432,standing
1358765157432,standing
1358765158432,standing
1358765159432,standing
1358765160432,standing
1358765161432,standing
1358765162432,standing
1358765163432,standing
1358765164432,standing
1358765165432,standing
1358765166432,standing
1358765167432,standing
1358765168432,standing
1358765169432,standing
1358765170432,standing
1358765171432,standing
1358765172432,standing
1358765173432,standing
1358765174432,standing
1358765175432,standing
1358765176432,standing
1358765177432,standing
1358765178432,standing
1358765179432,standing
1358765180432,standing
1358765181432,standing
1358765182432,standing
1358765183432,standing
1358765184432,standing
1358765185432,standing
1358765186432,standing
1358765187432,standing
1358765188432,standing
1358765189432,standing
1358765190432,standing
1358765191432,standing
1358765192432,standing
1358765193432,standing
1358765194432,standing
1358765195432,standing
1358765196432,standing
1358765197432,standing
1358765198432,standing
1358765199432,standing
1358765200432,standing
1358765201432,standing
1358765202432,standing
1358765203432,standing
1358765204432,standing
1358765205432,standing
1358765206432,standing
1358765207432,standing
1358765208432,standing
1358765209432,standing
1358765210432,standing
1358765211432,standing
1358765212432,standing
1358765213432,standing
1358765214432,standing
1358765215432,standing
1358765216432,standing
1358765217432,standing
1358765218432,standing
1358765219432,standing
1358765220432,standing
1358765221432,standing
1358765222432,standing
1358765223432,standing
1358765224432,standing
1358765225432,standing
1358765226432,standing
1358765227432,standing
1358765228432,standing
1358765229432,standing
1358765230432,standing
1358765231432,standing
1358765232432,standing
1358765233432,standing
1358765234432,standing
